 Sonnet Data File
 From: em Version : 14.52
 From Project: matlab_proj
 Data is De-embedded 
 Data File Written: 03/31/2019 16:46:28
Project Date: 3/31/2019 16:46:15
R 50.00000
Frequency (GHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S21],IM[S21],RE[S22],IM[S22]
1.580000000000000,-5.752075071e-5,-1.359340767e-3,0.9991448222821,-0.041325294209,0.9991448222821,-0.041325294209,-5.495323547e-5,-1.359446967e-3
1.600000000000000,-5.898515327e-5,-1.376507717e-3,0.9991230383727,-0.041848093557,0.9991230383727,-0.041848093557,-5.635229434e-5,-1.376617999e-3
1.620000000000000,-6.046791791e-5,-1.393673162e-3,0.9991009806114,-0.042370881375,0.9991009806114,-0.042370881375,-5.776889683e-5,-1.393787630e-3
1.640000000000000,-6.196904360e-5,-1.410837082e-3,0.9990786490045,-0.042893657519,0.9990786490045,-0.042893657519,-5.920304203e-5,-1.410955841e-3
1.660000000000000,-6.348852928e-5,-1.427999460e-3,0.9990560435582,-0.043416421844,0.9990560435582,-0.043416421844,-6.065472901e-5,-1.428122615e-3
1.680000000000000,-6.502637387e-5,-1.445160277e-3,0.9990331642791,-0.043939174207,0.9990331642791,-0.043939174207,-6.212395682e-5,-1.445287935e-3
1.700000000000000,-6.658257629e-5,-1.462319513e-3,0.9990100111738,-0.044461914463,0.9990100111738,-0.044461914463,-6.361072450e-5,-1.462451783e-3
1.720000000000000,-6.815713538e-5,-1.479477151e-3,0.9989865842488,-0.044984642469,0.9989865842488,-0.044984642469,-6.511503104e-5,-1.479614142e-3
1.740000000000000,-6.975005002e-5,-1.496633170e-3,0.9989628835108,-0.045507358079,0.9989628835108,-0.045507358079,-6.663687542e-5,-1.496774994e-3
1.760000000000000,-7.136131900e-5,-1.513787553e-3,0.9989389089667,-0.046030061151,0.9989389089667,-0.046030061151,-6.817625661e-5,-1.513934321e-3
1.780000000000000,-7.299094114e-5,-1.530940280e-3,0.9989146606233,-0.046552751540,0.9989146606233,-0.046552751540,-6.973317353e-5,-1.531092107e-3
1.800000000000000,-7.463891519e-5,-1.548091333e-3,0.9988901384874,-0.047075429102,0.9988901384874,-0.047075429102,-7.130762510e-5,-1.548248333e-3
1.820000000000000,-7.630523992e-5,-1.565240693e-3,0.9988653425662,-0.047598093692,0.9988653425662,-0.047598093692,-7.289961019e-5,-1.565402983e-3
1.840000000000000,-7.798991404e-5,-1.582388342e-3,0.9988402728666,-0.048120745168,0.9988402728666,-0.048120745168,-7.450912767e-5,-1.582556038e-3
1.860000000000000,-7.969293624e-5,-1.599534260e-3,0.9988149293958,-0.048643383384,0.9988149293958,-0.048643383384,-7.613617639e-5,-1.599707481e-3
1.880000000000000,-8.141430519e-5,-1.616678428e-3,0.9987893121611,-0.049166008198,0.9987893121611,-0.049166008198,-7.778075515e-5,-1.616857295e-3
1.900000000000000,-8.315401955e-5,-1.633820829e-3,0.9987634211697,-0.049688619463,0.9987634211697,-0.049688619463,-7.944286274e-5,-1.634005463e-3
1.920000000000000,-8.491207792e-5,-1.650961443e-3,0.9987372564290,-0.050211217038,0.9987372564290,-0.050211217038,-8.112249794e-5,-1.651151966e-3
1.940000000000000,-8.668847891e-5,-1.668100251e-3,0.9987108179464,-0.050733800777,0.9987108179464,-0.050733800777,-8.281965949e-5,-1.668296787e-3
1.960000000000000,-8.848322109e-5,-1.685237234e-3,0.9986841057295,-0.051256370537,0.9986841057295,-0.051256370537,-8.453434611e-5,-1.685439909e-3
1.980000000000000,-9.029630300e-5,-1.702372375e-3,0.9986571197859,-0.051778926174,0.9986571197859,-0.051778926174,-8.626655649e-5,-1.702581314e-3
2.000000000000000,-9.212772315e-5,-1.719505654e-3,0.9986298601232,-0.052301467543,0.9986298601232,-0.052301467543,-8.801628931e-5,-1.719720985e-3
2.020000000000000,-9.397748005e-5,-1.736637052e-3,0.9986023267492,-0.052823994501,0.9986023267492,-0.052823994501,-8.978354322e-5,-1.736858905e-3
2.040000000000000,-9.584557217e-5,-1.753766551e-3,0.9985745196717,-0.053346506904,0.9985745196717,-0.053346506904,-9.156831684e-5,-1.753995055e-3
2.060000000000000,-9.773199794e-5,-1.770894131e-3,0.9985464388986,-0.053869004607,0.9985464388986,-0.053869004607,-9.337060878e-5,-1.771129418e-3
2.080000000000000,-9.963675578e-5,-1.788019774e-3,0.9985180844379,-0.054391487467,0.9985180844379,-0.054391487467,-9.519041762e-5,-1.788261978e-3
2.100000000000000,-1.015598441e-4,-1.805143462e-3,0.9984894562975,-0.054913955339,0.9984894562975,-0.054913955339,-9.702774192e-5,-1.805392716e-3
2.120000000000000,-1.035012612e-4,-1.822265175e-3,0.9984605544857,-0.055436408080,0.9984605544857,-0.055436408080,-9.888258020e-5,-1.822521614e-3
2.140000000000000,-1.054610056e-4,-1.839384895e-3,0.9984313790107,-0.055958845546,0.9984313790107,-0.055958845546,-1.007549310e-4,-1.839648656e-3
2.160000000000000,-1.074390754e-4,-1.856502604e-3,0.9984019298806,-0.056481267593,0.9984019298806,-0.056481267593,-1.026447927e-4,-1.856773825e-3
2.180000000000000,-1.094354690e-4,-1.873618281e-3,0.9983722071039,-0.057003674076,0.9983722071039,-0.057003674076,-1.045521639e-4,-1.873897101e-3
2.200000000000000,-1.114501847e-4,-1.890731909e-3,0.9983422106889,-0.057526064852,0.9983422106889,-0.057526064852,-1.064770430e-4,-1.891018469e-3
2.220000000000000,-1.134832207e-4,-1.907843468e-3,0.9983119406442,-0.058048439777,0.9983119406442,-0.058048439777,-1.084194283e-4,-1.908137910e-3
2.240000000000000,-1.155345752e-4,-1.924952941e-3,0.9982813969783,-0.058570798707,0.9982813969783,-0.058570798707,-1.103793183e-4,-1.925255408e-3
2.260000000000000,-1.176042464e-4,-1.942060307e-3,0.9982505796999,-0.059093141498,0.9982505796999,-0.059093141498,-1.123567114e-4,-1.942370944e-3
2.280000000000000,-1.196922324e-4,-1.959165550e-3,0.9982194888176,-0.059615468006,0.9982194888176,-0.059615468006,-1.143516059e-4,-1.959484501e-3
2.300000000000000,-1.217985315e-4,-1.976268649e-3,0.9981881243404,-0.060137778087,0.9981881243404,-0.060137778087,-1.163640001e-4,-1.976596062e-3
2.320000000000000,-1.239231418e-4,-1.993369586e-3,0.9981564862770,-0.060660071597,0.9981564862770,-0.060660071597,-1.183938923e-4,-1.993705609e-3
2.340000000000000,-1.260660612e-4,-2.010468342e-3,0.9981245746363,-0.061182348393,0.9981245746363,-0.061182348393,-1.204412807e-4,-2.010813125e-3
2.360000000000000,-1.282272879e-4,-2.027564899e-3,0.9980923894275,-0.061704608330,0.9980923894275,-0.061704608330,-1.225061637e-4,-2.027918592e-3
2.380000000000000,-1.304068200e-4,-2.044659238e-3,0.9980599306596,-0.062226851264,0.9980599306596,-0.062226851264,-1.245885395e-4,-2.045021993e-3
2.400000000000000,-1.326046554e-4,-2.061751339e-3,0.9980271983417,-0.062749077052,0.9980271983417,-0.062749077052,-1.266884061e-4,-2.062123310e-3
2.420000000000000,-1.348207922e-4,-2.078841185e-3,0.9979941924832,-0.063271285549,0.9979941924832,-0.063271285549,-1.288057620e-4,-2.079222527e-3
2.440000000000000,-1.370552282e-4,-2.095928757e-3,0.9979609130932,-0.063793476613,0.9979609130932,-0.063793476613,-1.309406051e-4,-2.096319625e-3
2.460000000000000,-1.393079615e-4,-2.113014035e-3,0.9979273601813,-0.064315650098,0.9979273601813,-0.064315650098,-1.330929336e-4,-2.113414587e-3
2.480000000000000,-1.415789900e-4,-2.130097002e-3,0.9978935337568,-0.064837805861,0.9978935337568,-0.064837805861,-1.352627457e-4,-2.130507395e-3
2.500000000000000,-1.438683115e-4,-2.147177638e-3,0.9978594338294,-0.065359943759,0.9978594338294,-0.065359943759,-1.374500393e-4,-2.147598033e-3
2.520000000000000,-1.461759239e-4,-2.164255925e-3,0.9978250604086,-0.065882063646,0.9978250604086,-0.065882063646,-1.396548126e-4,-2.164686482e-3
2.540000000000000,-1.485018250e-4,-2.181331844e-3,0.9977904135041,-0.066404165380,0.9977904135041,-0.066404165380,-1.418770636e-4,-2.181772726e-3
2.560000000000000,-1.508460127e-4,-2.198405375e-3,0.9977554931257,-0.066926248817,0.9977554931257,-0.066926248817,-1.441167904e-4,-2.198856747e-3
2.580000000000000,-1.532084848e-4,-2.215476502e-3,0.9977202992832,-0.067448313813,0.9977202992832,-0.067448313813,-1.463739908e-4,-2.215938527e-3
2.600000000000000,-1.555892390e-4,-2.232545204e-3,0.9976848319865,-0.067970360223,0.9976848319865,-0.067970360223,-1.486486629e-4,-2.233018049e-3
2.620000000000000,-1.579882730e-4,-2.249611464e-3,0.9976490912456,-0.068492387904,0.9976490912456,-0.068492387904,-1.509408046e-4,-2.250095295e-3
2.640000000000000,-1.604055846e-4,-2.266675262e-3,0.9976130770707,-0.069014396713,0.9976130770707,-0.069014396713,-1.532504139e-4,-2.267170249e-3
2.660000000000000,-1.628411715e-4,-2.283736579e-3,0.9975767894717,-0.069536386505,0.9975767894717,-0.069536386505,-1.555774886e-4,-2.284242892e-3
2.680000000000000,-1.652950312e-4,-2.300795398e-3,0.9975402284590,-0.070058357137,0.9975402284590,-0.070058357137,-1.579220265e-4,-2.301313208e-3
2.700000000000000,-1.677671615e-4,-2.317851698e-3,0.9975033940428,-0.070580308464,0.9975033940428,-0.070580308464,-1.602840256e-4,-2.318381178e-3
2.720000000000000,-1.702575600e-4,-2.334905463e-3,0.9974662862335,-0.071102240343,0.9974662862335,-0.071102240343,-1.626634837e-4,-2.335446786e-3
2.740000000000000,-1.727662243e-4,-2.351956672e-3,0.9974289050415,-0.071624152631,0.9974289050415,-0.071624152631,-1.650603985e-4,-2.352510013e-3
2.760000000000000,-1.752931518e-4,-2.369005308e-3,0.9973912504773,-0.072146045183,0.9973912504773,-0.072146045183,-1.674747679e-4,-2.369570844e-3
2.780000000000000,-1.778383402e-4,-2.386051351e-3,0.9973533225516,-0.072667917855,0.9973533225516,-0.072667917855,-1.699065896e-4,-2.386629259e-3
2.800000000000000,-1.804017870e-4,-2.403094782e-3,0.9973151212748,-0.073189770505,0.9973151212748,-0.073189770505,-1.723558613e-4,-2.403685242e-3
2.820000000000000,-1.829834896e-4,-2.420135584e-3,0.9972766466579,-0.073711602987,0.9972766466579,-0.073711602987,-1.748225807e-4,-2.420738776e-3
2.840000000000000,-1.855834455e-4,-2.437173738e-3,0.9972378987116,-0.074233415159,0.9972378987116,-0.074233415159,-1.773067455e-4,-2.437789842e-3
2.860000000000000,-1.882016521e-4,-2.454209224e-3,0.9971988774468,-0.074755206877,0.9971988774468,-0.074755206877,-1.798083535e-4,-2.454838424e-3
2.880000000000000,-1.908381069e-4,-2.471242024e-3,0.9971595828744,-0.075276977996,0.9971595828744,-0.075276977996,-1.823274021e-4,-2.471884504e-3
2.900000000000000,-1.934928073e-4,-2.488272120e-3,0.9971200150055,-0.075798728373,0.9971200150055,-0.075798728373,-1.848638890e-4,-2.488928065e-3
2.920000000000000,-1.961657506e-4,-2.505299492e-3,0.9970801738512,-0.076320457864,0.9970801738512,-0.076320457864,-1.874178118e-4,-2.505969089e-3
2.940000000000000,-1.988569341e-4,-2.522324123e-3,0.9970400594227,-0.076842166327,0.9970400594227,-0.076842166327,-1.899891681e-4,-2.523007559e-3
2.960000000000000,-2.015663551e-4,-2.539345993e-3,0.9969996717312,-0.077363853616,0.9969996717312,-0.077363853616,-1.925779555e-4,-2.540043457e-3
2.980000000000000,-2.042940110e-4,-2.556365084e-3,0.9969590107880,-0.077885519588,0.9969590107880,-0.077885519588,-1.951841713e-4,-2.557076767e-3
3.000000000000000,-2.070398989e-4,-2.573381376e-3,0.9969180766045,-0.078407164099,0.9969180766045,-0.078407164099,-1.978078132e-4,-2.574107470e-3
3.020000000000000,-2.098040162e-4,-2.590394853e-3,0.9968768691923,-0.078928787007,0.9968768691923,-0.078928787007,-2.004488785e-4,-2.591135550e-3
3.040000000000000,-2.125863600e-4,-2.607405494e-3,0.9968353885629,-0.079450388166,0.9968353885629,-0.079450388166,-2.031073648e-4,-2.608160989e-3
3.060000000000000,-2.153869276e-4,-2.624413281e-3,0.9967936347279,-0.079971967434,0.9967936347279,-0.079971967434,-2.057832695e-4,-2.625183769e-3
3.080000000000000,-2.182057160e-4,-2.641418196e-3,0.9967516076990,-0.080493524666,0.9967516076990,-0.080493524666,-2.084765899e-4,-2.642203874e-3
3.100000000000000,-2.210427225e-4,-2.658420219e-3,0.9967093074880,-0.081015059719,0.9967093074880,-0.081015059719,-2.111873234e-4,-2.659221285e-3
3.120000000000000,-2.238979440e-4,-2.675419333e-3,0.9966667341068,-0.081536572450,0.9966667341068,-0.081536572450,-2.139154675e-4,-2.676235986e-3
3.140000000000000,-2.267713778e-4,-2.692415518e-3,0.9966238875672,-0.082058062714,0.9966238875672,-0.082058062714,-2.166610193e-4,-2.693247959e-3
3.160000000000000,-2.296630208e-4,-2.709408756e-3,0.9965807678813,-0.082579530368,0.9965807678813,-0.082579530368,-2.194239763e-4,-2.710257187e-3
3.180000000000000,-2.325728701e-4,-2.726399029e-3,0.9965373750611,-0.083100975269,0.9965373750611,-0.083100975269,-2.222043356e-4,-2.727263653e-3
3.200000000000000,-2.355009227e-4,-2.743386317e-3,0.9964937091188,-0.083622397272,0.9964937091188,-0.083622397272,-2.250020947e-4,-2.744267338e-3
3.220000000000000,-2.384471757e-4,-2.760370603e-3,0.9964497700666,-0.084143796234,0.9964497700666,-0.084143796234,-2.278172506e-4,-2.761268226e-3
3.240000000000000,-2.414116258e-4,-2.777351866e-3,0.9964055579168,-0.084665172012,0.9964055579168,-0.084665172012,-2.306498006e-4,-2.778266300e-3
3.260000000000000,-2.443942701e-4,-2.794330090e-3,0.9963610726818,-0.085186524462,0.9963610726818,-0.085186524462,-2.334997419e-4,-2.795261541e-3
3.280000000000000,-2.473951056e-4,-2.811305255e-3,0.9963163143741,-0.085707853439,0.9963163143741,-0.085707853439,-2.363670717e-4,-2.812253933e-3
